code,description
A54,Training Co-ordinator
A55,Training Instructor
A56,Transcriber
A57,Transport Clerk
A58,Transport Consultant
A59,Transport Planner
A60,Travel Clerk
A61,Travel Guide
A62,Travel Guide Writer
A63,Travel Representative
A64,Treasurer
A65,Trout Farmer
A66,Turkey Farmer
A67,TV And Video Installer
A68,TV And Video Repairer
A69,TV Editor
A70,Typewriter Engineer
A71,Tyre Builder
A72,Tyre Inspector
A73,Tyre Technician
A74,Art Historian
A75,Dendrochronologist
A76,Environmental Chemist
A77,Golf Club Professional
A78,Head Lad
A79,Landowner
A80,Mobile Motor Mechanic
A81,Resin Caster
A82,Sign Maker
A83,Toy Trader
A84,Dog Warden
A85,Expedition Leader
A86,Fraud Investigator
A87,Hospital Warden
A88,Minibus Driver
A89,Optometrist
A90,Psychoanalyst
A91,Chaplain
A92,Communications Officer
A93,Costumier
A94,Crematorium Attendant
A95,Education Officer
A96,Field Officer
A97,Foster Parent
A98,Hypnotist
A99,Photocopy Machine Technician
B01,Baggage Handler
B02,Bailiff
B03,Baker
B04,Bank Staff
B05,Bar Staff
B06,Barrister
B07,Beautician
B08,Blacksmith
B09,Boat Builder
B10,Boiler Man
B12,Brewery Worker
B13,Bricklayer
B15,Builder
B16,Bursar
B17,Bus Conductor
B18,Business Consultant
B21,Butcher
B22,Buyer
B27,Postmaster
B28,Road Safety Officer
B32,Special Needs Assistant
B33,Sub-Postmaster
B34,Medical Practitioner
B35,Medical Officer
B36,Agricultural Consultant
B37,Agricultural Contractor
B38,Agricultural Merchant
B39,Aircraft Maintenance Engineer
B40,Aircraft Surface Finisher
B41,Ambulance Controller
B42,Analytical Chemist
B43,Architectural Surveyor
B44,Armourer
B45,Art Restorer
B46,Artexer
B47,Bank Messenger
B48,Brewery Manager
B49,Building Engineer
B50,Building Estimator
B51,Bus Mechanic
B52,Cable Jointer
B53,Camera Repairer
B54,Canal Boat Broker
B55,Cash Point Fitter
B56,Circus Proprietor
B57,Coach Sprayer
B58,Coffee Merchant
B59,Community Nurse
B60,Conference Manager
B61,Costume Designer
B62,Credit Draper
B63,Yacht Master
B64,Zoo Manager
B65,Premises Security Installers
B66,Garda
B67,Box Office Clerk
B68,School Inspector
B69,Shoe Maker
B70,Agricultural Worker
B71,Artificial Limb Fitter
B72,Show Jumper
B73,Fire Officer
B74,Graphologist
B75,Forest Ranger
B76,Acoustic Engineer
B77,Stone Sawyer
B78,Falconer
B79,Gilder
B80,Millwright
B81,Missionary
B82,Crown Prosecutor
B83,Ship Broker
B84,Arborist
B85,College Principal
B86,Anthropologist
B87,Philatelist
B88,Tank Farm Operative
B89,Palaeobotanist
B90,Cartoonist
B91,Catering Consultant
B92,Credit Broker
B93,Doll Maker
B94,Embroiderer
B95,Environmental Consultant
B96,Exhibition Designer
B97,Flower Arranger
B98,Hotel Consultant
B99,Industrial Consultant
C02,Caretaker
C03,Carpenter
C04,Carpetfitter
C05,Cartographer
C06,Cashier
C07,Casual Worker
C08,Caterer
C09,Mobile Caterer
C10,Catering Staff
C11,Chambermaid
C12,Chauffeur
C13,Chef
C14,Child Minder
C15,Chimney Sweep
C16,Chiropodist
C17,Circus Worker
C18,Civil Servant
C20,Cleaner
C21,Clerk
C22,Booking Clerk
C23,Shipping Clerk
C24,Wages Clerk
C25,Clerk Of Works
C27,Coastguard
C28,Door To Door Collector
C29,Commissionaire
C30,Commodity Broker
C31,Commodity Dealer
C32,Company Secretary
C33,Compositor
C35,Construction Worker
C36,Medical Consultant
C37,Contractor
C38,Coroner
C39,Courier
C43,Craftsman
C44,Crane Operator
C46,Croupier
C47,Curator
C49,Care Assistant
C50,Childrens Entertainer
C51,Car Park Attendant
C52,Charterer
C53,Credit Controller
C54,Commission Agent
C55,Computer Consultant
C56,Computer Operator
C57,Computer Programmer
C58,Computer Technician
C59,Consultant Engineer
C60,Costume Jeweller
C61,Lampshade Maker
C62,Licensing Consultant
C63,Marine Consultant
C64,Occupational Health Consultant
C65,Research Consultant
C66,Rug Maker
C67,Security Consultant
C68,T-Shirt Printer
C69,Word Processing Operator
C70,Building Society Agent
C71,Company Search Agent
C72,Corrosion Consultant
C73,Editorial Consultant
C74,Electrologist
C75,Equity Agent
C76,Export Consultant
C77,Forensic Scientist
C78,Horticultural Consultant
C79,Import Consultant
C80,Journalistic Agent
C81,Land Surveyor
C82,Naturopath
C83,Paint Consultant
C84,Photographic Agent
C85,Marine Broker
C86,Tachograph Analyst
C87,Trichologist
C88,Ticket Agent
C89,Zoology Consultant
C90,Homeworker
C91,Ornithologist
C92,Patrol Person
C93,Asbestos Remover
C94,Kennel Hand
C95,Podiatrist
C96,Gaming Board Inspector
C97,Milklady
C98,Plumbing & Heating Engineer
C99,Liaison Officer
CA1,Call Centre Manager
CA2,Call Centre Staff
CA3,Consumer Scientist
D01,Dairy Worker
D03,Dealer - General
D05,Delivery Roundsman
D06,Demolition Worker
D08,Designer
D09,Fashion Designer
D10,Graphic Designer
D11,Industrial Designer
D12,Interior Designer
D17,Disc Jockey
D18,Mobile Disc Jockey
D19,District Valuer
D20,Diver
D21,Docker
D22,General Practitioner
D24,Doorman
D25,Draughtsman
D26,Dressmaker
D27,Car Delivery Driver
D28,Fork Lift Truck Driver
D29,HGV Driver
D30,Hire Car Driver
D33,Plant Driver
D34,Taxi Driver
D35,Train Driver
D36,Wholesale Newspaper Delivery Driver
D37,Driving Examiner
D38,Driving Instructor
D39,Double Glazing Fitter
D41,Ambulance Driver
D43,Driver
D44,Debt Collector
D46,Van Driver
D47,Building Control Officer
D48,Classical Musician
D49,Lighthouse Keeper
D50,Chicken Chaser
D51,Clairvoyant
D52,Gate Keeper
D53,Highway Inspector
D54,Occupational Health Nurse
D55,Pager Operator
D56,Palaeontologist
D57,Governor
D58,Lock Keeper
D59,Parachute Packer
D60,Fire Protection Consultant
D61,Company Chairman
D62,Chief Executive
D63,Inventor
D64,Investment Advisor
D65,Telecommunication Consultant
D66,Nursing Sister
D67,Rent Officer
D68,Golf Caddy
D69,Bodyguard
D70,Crane Erector
D71,Street Entertainer
D72,Ventriloquist
D73,Sales Woman
D74,Tarot Reader/Palmistry Expert
D75,Carer - Non Professional
D76,Home Economist
D77,Account Executive
D78,Account Manager
D79,Agister
D80,Agronomist
D81,Aquarist
D82,Harbour Master
D83,House Sitter
D84,Master of Ceremonies
D85,Monk
D86,Terrier
D87,Water Diviner
D88,Dog Walker
D89,Carer - Professional
D90,Chartered Valuer
D91,Driving Instructor (HGV)
D92,Dental Therapist
D93,Business Analyst
D94,Driving Instructor - Advanced
D95,Insolvency Practitioner
D96,Solar Panel Installer And Repairer
D97,First Aid Instructor
E01,Economist
E02,Editor
E04,Electrician
E09,Engineer
E10,Aeronautical Engineer
E11,Broadcasting Engineer
E12,Chemical Engineer
E13,Civil Engineer
E14,Heating/Ventilation Engineer
E15,Marine Engineer
E16,Mechanical Engineer
E17,Mining Engineer
E18,Sales Engineer
E19,Service Engineer
E20,Service Engineer (Non-Mobile)
E21,Vehicle Engineer
E22,Engraver
E23,Enquiry Agent
E24,Entertainer
E25,Estate Agent
E27,Advertising Executive
E28,Electrical Engineer
E29,Estimator
E31,Earth Moving Contractor
E32,Ergonomist
F01,Factory Worker
F02,Fairground Worker
F03,Farm Worker
F04,Farmer
F05,Financial Advisor
F06,Financier
F08,Fisherman
F09,Fishmonger
F10,Fitter
F11,Fitter - Tyre/Exhaust
F12,Florist
F16,Forester
F17,Forwarding Agent
F18,Fund Raiser
F19,Furnace Man
F20,Furniture Remover
F21,Furniture Restorer
F22,Windscreen Fitter
F24,Furrier
G01,Gardener
G03,Glass Worker
G04,Goldsmith
G05,Grave Digger
G06,Greengrocer
G07,Groom
G08,Groundsman
G09,Geologist
G10,Gamekeeper
H01,Hairdresser
H03,Hawker
H05,Health Visitor
H06,Home Help
H07,Horticulturalist
H08,Hostess
H09,Housewife
H10,Housekeeper
H11,Headteacher
H12,Horse Riding Instructor
H15,Human Resources Manager
H16,Human Resources Staff
H17,Hirer
H18,Hunt Master
H19,Huntsman
I01,Ice Cream Vendor
I02,Independent Means
I03,Industrial Chemist
I04,Inland Revenue Officer
I05,Inspector
I07,Factory Inspector
I08,Tax Inspector
I09,Inspector - Insurance
I10,Instrument Maker
I13,Interpreter
I14,Ironmonger
J01,Jeweller
J02,Jockey
J03,Joiner
J04,Journalist
J05,Judge
K01,Knitter
L01,Laboratory Technician
L02,Labourer
L03,Landscape Gardener
L05,Lawyer
L06,Lecturer
L07,Legal Secretary
L08,Librarian
L09,Lithographer
L10,Locksmith
L11,Lifeguard
L12,Land Agent
M01,Machine Operator
M02,Machinist
M03,Magistrate
M04,Maintenance Staff
M05,Management Consultant
M06,Manager
M07,Accounts Manager
M08,Administration Manager
M09,Airport Manager
M10,Area Manager
M11,Branch Manager
M12,Cinema Manager
M13,Investment Manager
M19,Manager - Sports
M20,Station Manager
M21,Transport Manager
M23,Manufacturing Agent
M24,Market Gardener
M25,Market Researcher
M26,Market Trader
M29,Mechanic
M34,Messenger
M35,Metallurgist
M36,Meteorologist
M37,Meter Reader
M38,Midwife
M39,Milliner
M40,Miner
M41,Minister Of Religion
M42,Model
M44,Motor Trader
M45,Member Of Parliament
M46,Musician
M50,Metal Worker
M51,Moneylender
M52,Production Manager
M53,Master Of Foxhounds
N01,Negotiator
N02,Nurse
N03,District Nurse
N05,Nurseryman
N08,Nanny
N09,Nun
N10,Nursery Nurse
N11,Newsagent
O02,Optician
O03,Osteopath
P01,Packer
P02,Painter
P03,Painter And Decorator
P05,Party Planner
P06,Pattern Maker
P07,Pawnbroker
P08,Personal Assistant
P09,Personnel Administrator
P10,Pest Control
P11,Petrol Station Attendant
P12,Pharmacist
P13,Photographer
P15,Photographer - Studio
P16,Physiotherapist
P17,Piano Tuner
P18,Plasterer
P19,Plumber
P20,Police Officer
P21,Porter
P24,Potter
P25,Printer
P26,Prison Officer
P27,Probation Officer
P28,Process Worker
P29,Producer
P30,Professional Boxer
P34,Professional Wrestler
P35,Projectionist
P36,Promoter
P37,Promoter - Racing
P38,Promoter - Ring Sports
P39,Public Relations Officer
P40,Publisher
P41,Patrolman
P42,Publican
P43,Pools Collector
P44,Private Investigator
P47,Photographer - Location
P48,Pipe Layer
P49,Property Developer
P50,Phlebotomist
P51,Prosthetist
P52,Pedicurist
P53,Police Community Support Officer
Q01,Quality Controller
Q02,Quantity Surveyor
R01,Racing Organiser
R02,Radiographer
R04,Receptionist
R05,Refuse Collector
R06,Registrar
R07,Reporter
R08,Researcher
R09,Retired
R10,Rig Worker
R12,Roofer
R13,Recruitment Consultant
R14,Re-Settlement Officer
R15,Referee
S02,Telesales Person
S04,Sales Assistant
S05,Scaffolder
S06,Scientist
S07,Script Writer
S08,Sculptor
S09,Secretary
S10,Security Guard
S11,Security Officer
S13,Shipyard Worker
S14,Shop Assistant
S17,Shop Fitter
S18,Signwriter
S19,Social Worker
S20,Solicitor
S21,Sorter
S24,Stable Hand
S25,Statistician
S26,Steeplejack
S27,Stevedore
S29,Stock Controller
S30,Stockbroker
S31,Stonemason
S33,Street Trader
S36,Surgeon
S37,Surveyor
S38,Surveyor - Chartered
S39,Showman
S40,Sports Centre Attendant
S41,Steel Worker
S42,Supervisor
S43,Stationer
S44,Student - Living at Home
S45,Student - Living Away
S46,Student Teacher - Living At Home
S47,Student Teacher - Living Away
S48,Medical Student - Living At Home
S49,Medical Student - Living Away
S50,Mature Student - Living At Home
S51,Mature Student - Living Away
S52,Student Nurse - Living At Home
S53,Student Nurse - Living Away
S54,Sports Agent
S55,Sports Scout
T01,Tailor
T02,Taxidermist
T03,Teacher
T04,Technician - Performing Arts
T05,Telephonist
T06,Textile Worker
T07,Ticket Inspector
T08,Tobacconist
T09,Tool Maker
T10,Toy Maker
T11,Traffic Warden
T12,Trainer
T16,Training Officer
T17,Translator
T18,Travel Agent
T20,Tree Surgeon
T21,Trinity House Pilot
T22,Typist
T23,Trade Union Official
T24,Tiler
U01,Undertaker
U02,Underwriter
U03,Unemployed
U04,Upholsterer
U05,Usher
U06,Umpire
V01,Valuer
V02,VDU Operator
V04,Veterinary Surgeon
V05,Car Valet
V06,Voluntary Worker
V07,Veterinary Assistant
W02,Watchmaker
W04,Welder
W05,Window Cleaner
W06,Writer
W09,Web Designer
Y01,Yoga Teacher
Z01,Zoo Keeper
